200.2719361856	0.4226376415
203.4514977408	0.4381784459
208.2103809896	0.4568332683
214.5555586545	0.4817063647
219.3423327941	0.5127782116
227.2668321526	0.540765326
235.1983042338	0.5718566966
243.1297763151	0.6029480672
249.464494896	0.6231647794
257.3959669772	0.6542561499
265.3030345289	0.674482624
270.0619177777	0.6931374463
277.9794444135	0.7180203046
284.2967311876	0.7304763764
289.0451553523	0.7444748145
300.1143526524	0.7724814526
311.1626317845	0.7911753221
322.2178836392	0.8129734479
328.5281976906	0.8223252636
339.5660177386	0.8363627489
349.0280024544	0.8488383444
361.6381714732	0.8628855916
254.2198917833	0.6402674736
293.7900931556	0.7569211246
371.0966698276	0.873809059
385.2722150946	0.8847618118
397.8754113906	0.8957048028
412.0474702962	0.9051054276
429.3572544207	0.9114213198
443.5258269649	0.9192698165
457.6804540637	0.9209098009
471.8455402466	0.9272061695
489.1518380097	0.9319699336
501.7410888604	0.9367044123
548.9289897919	0.9447579071
523.764433536	0.9414974619
569.373012774	0.9464369387
588.251659508	0.9512104647
613.4162157639	0.9544709098
638.5772856585	0.9561792269
654.3007753668	0.956276845

