401.9230769231	0.0184615385
403.8461538462	0.0492307692
404.8076923077	0.0738461538
405.7692307692	0.1138461538
405.7692307692	0.0923076923
407.0512820513	0.1476923077
408.0128205128	0.1846153846
408.9743589744	0.2061538462
409.6153846154	0.2369230769
410.5769230769	0.2738461538
411.2179487179	0.3076923077
411.5384615385	0.3384615385
412.1794871795	0.3661538462
412.8205128205	0.4
413.141025641	0.4246153846
413.7820512821	0.4523076923
414.1025641026	0.4953846154
415.0641025641	0.5323076923
415.3846153846	0.5692307692
416.3461538462	0.6153846154
416.6666666667	0.6430769231
416.9871794872	0.6738461538
417.3076923077	0.6984615385
417.6282051282	0.7261538462
418.2692307692	0.7569230769
418.5897435897	0.7815384615
419.2307692308	0.8276923077
419.8717948718	0.8738461538
420.8333333333	0.9046153846
421.1538461538	0.9323076923
422.1153846154	0.9630769231
422.7564102564	0.9815384615
424.6794871795	0.9938461538
427.2435897436	0.9846153846
428.8461538462	0.9692307692
430.4487179487	0.9538461538
432.0512820513	0.9261538462
433.3333333333	0.9076923077
433.6538461538	0.8861538462
435.2564102564	0.8615384615
436.5384615385	0.8307692308
437.8205128205	0.7969230769
439.7435897436	0.76
440.3846153846	0.7353846154
441.3461538462	0.7169230769
442.6282051282	0.6892307692
444.2307692308	0.6492307692
445.8333333333	0.6215384615
446.7948717949	0.5969230769
448.7179487179	0.5692307692
450.3205128205	0.5446153846
452.5641025641	0.5107692308
454.8076923077	0.4769230769
457.3717948718	0.4584615385
459.6153846154	0.4307692308
462.5	0.4092307692
464.7435897436	0.3815384615
467.3076923077	0.3507692308
469.5512820513	0.3107692308
471.7948717949	0.2738461538
474.6794871795	0.2338461538
476.6025641026	0.2061538462
479.1666666667	0.1784615385
482.0512820513	0.1507692308
484.6153846154	0.1323076923
487.5	0.1107692308
491.6666666667	0.0892307692
495.1923076923	0.0738461538
499.0384615385	0.0584615385
503.2051282051	0.04
508.6538461538	0.0276923077
513.7820512821	0.0215384615
